"gene_symbol","geneid","ensemblid","geneNcbiType","uniprotids","protein_class_name","disease_name","diseaseType","diseaseUMLSCUI","score","yearInitial","yearFinal","numPMIDs","evidence_index"
"CLOCK",9575,"ENSG00000134852","protein-coding","O15516; Q3ZCT4; Q53EU0","","Schizophrenias","disease","C0036341",0.85,2011,2011,1,0.85
"CXCL8",3576,"ENSG00000169429","protein-coding","P10145","Signaling","Bipolar Disorders","disease","C0005586",0.85,2015,2015,1,0.923076923076923
"NCAM1",4684,"ENSG00000149294","protein-coding","P13591; A0A087WWD4","","Bipolar Disorders","disease","C0005586",0.85,2004,2014,5,1
"APP",351,"ENSG00000142192","protein-coding","P05067; B4DJT9; A0A0A0MRG2; B4DGD0; A0A140VJC8; E9PG40","Enzyme modulator","Depression","disease","C0011570",0.85,2001,2014,4,0.866666666666667
"ABCB1",5243,"ENSG00000085563","protein-coding","P08183; A4D1D2","Transporter","Depression","disease","C0011570",0.85,2011,2015,5,0.956521739130435
"VEGFA",7422,"ENSG00000112715","protein-coding","A2A2V4; P15692; A0A0Y0IMM4","Signaling","Depression","disease","C0011570",0.85,2013,2015,5,0.934782608695652
"ALB",213,"ENSG00000163631","protein-coding","P02768","Transporter","Depression","disease","C0011570",0.85,1996,1996,1,0.90625
"NR3C2",4306,"ENSG00000151623","protein-coding","P08235; B0ZBF6","Nuclear receptor","Depression","disease","C0011570",0.85,2011,2015,5,0.928571428571429
"CSF3",1440,"ENSG00000108342","protein-coding","Q6FH65; P09919; Q8N4W3","","Depression","disease","C0011570",0.85,1996,1996,1,0.806451612903226
"POMC",5443,"ENSG00000115138","protein-coding","P01189","","Bipolar Disorders","disease","C0005586",0.85,1985,1998,3,0.833333333333333
"OPRM1",4988,"ENSG00000112038","protein-coding","G8XRH4; P35372; B8K2Q5; L0E130; G8XRH5","G-protein coupled receptor","Depression","disease","C0011570",0.85,2010,2015,4,0.886363636363636
"MIR137",406928,"ENSG00000284202","ncRNA","","","Schizophrenias","disease","C0036341",0.85,2011,2011,1,0.963855421686747
"IL6",3569,"ENSG00000136244","protein-coding","P05231; B4DNQ5; B5MC21; B4DVM1; Q75MH2","","Childhood autism","disease","C0004352",0.85,1996,1996,1,0.952380952380952
"GFAP",2670,"ENSG00000131095","protein-coding","P14136","","Depression","disease","C0011570",0.85,2002,2015,3,0.866666666666667
"HTR1A",3350,"ENSG00000178394","protein-coding","A8K5W4; Q5ZGX3; P08908","G-protein coupled receptor","Schizophrenias","disease","C0036341",0.85,2014,2014,1,0.935064935064935
"GFAP",2670,"ENSG00000131095","protein-coding","P14136","","Schizophrenias","disease","C0036341",0.85,2005,2009,2,0.894736842105263
"ABCB1",5243,"ENSG00000085563","protein-coding","P08183; A4D1D2","Transporter","Schizophrenias","disease","C0036341",0.85,2012,2014,3,1
"CRP",1401,"ENSG00000132693","protein-coding","P02741","","Schizophrenias","disease","C0036341",0.85,2007,2009,2,0.88421052631579
"LEP",3952,"ENSG00000174697","protein-coding","P41159; A4D0Y8","","Depression","disease","C0011570",0.85,2012,2015,5,0.88135593220339
"ARTN",9048,"ENSG00000117407","protein-coding","Q5T4W7","Signaling","Depression","disease","C0011570",0.85,2008,2013,5,0.894736842105263
"HTR2A",3356,"ENSG00000102468","protein-coding","P28223","G-protein coupled receptor","Depression","disease","C0011570",0.85,2013,2014,5,0.90625
"HTR6",3362,"ENSG00000158748","protein-coding","P50406","G-protein coupled receptor","Schizophrenias","disease","C0036341",0.85,2002,2002,1,0.821428571428571
"NTF3",4908,"ENSG00000185652","protein-coding","P20783","Signaling","Schizophrenias","disease","C0036341",0.85,2008,2008,1,0.78125
"APOE",348,"ENSG00000130203","protein-coding","P02649; A0A0S2Z3D5","","Anxiety Disorder","disease","C0003469",0.85,2020,2020,1,0.764705882352941
"IL1A",3552,"ENSG00000115008","protein-coding","P01583","","Depression","disease","C0011570",0.85,2010,2013,4,1
"MAOB",4129,"ENSG00000069535","protein-coding","B7Z242; P27338","","Depression","disease","C0011570",0.85,2009,2012,3,0.857142857142857
"GHRL",51738,"ENSG00000157017","protein-coding","Q9UBU3","","Depression","disease","C0011570",0.85,2009,2009,1,0.962962962962963
"NEFL",4747,"ENSG00000277586","protein-coding","P07196","","Schizophrenias","disease","C0036341",0.85,2006,2006,1,0.666666666666667
"PNOC",5368,"ENSG00000168081","protein-coding","Q13519","Signaling","Depression","disease","C0011570",0.85,2007,2009,3,1
"IFNG",3458,"ENSG00000111537","protein-coding","P01579; A0A7R8GUN6","","Schizophrenias","disease","C0036341",0.85,2010,2013,3,0.888888888888889
"MTOR",2475,"ENSG00000198793","protein-coding","A0A8V8TQ52; P42345","Kinase","Schizophrenias","disease","C0036341",0.85,2011,2011,1,1
"TNF",7124,"ENSG00000232810","protein-coding","Q5STB3; P01375","Signaling","Anxiety Disorder","disease","C0003469",0.85,2010,2010,1,0.9
"GABBR1",2550,"ENSG00000204681","protein-coding","Q8IW08; Q5SUJ9; Q59HG8; A0A1U9X7R0; C9J342; Q9UBS5","G-protein coupled receptor","Childhood autism","disease","C0004352",0.85,2006,2009,2,0.975
"CYP2C19",1557,"ENSG00000165841","protein-coding","P33261","","Depression","disease","C0011570",0.85,2001,2012,4,0.782608695652174
"OXT",5020,"ENSG00000101405","protein-coding","X5D7M6; P01178","Signaling","Depression","disease","C0011570",0.85,2012,2014,5,0.851351351351351
"GABRR1",2569,"ENSG00000146276","protein-coding","P24046","Ion channel","Bipolar Disorders","disease","C0005586",0.85,2010,2010,2,0.952380952380952
"AGT",183,"ENSG00000135744","protein-coding","B2R5S1; B0ZBE2; P01019","Enzyme modulator","Depression","disease","C0011570",0.85,2005,2014,5,0.923076923076923
"PLA2G1B",5319,"ENSG00000170890","protein-coding","P04054","Enzyme","Schizophrenias","disease","C0036341",0.85,2004,2007,3,0.9375
"IL2",3558,"ENSG00000109471","protein-coding","Q0GK43; P60568","","Schizophrenias","disease","C0036341",0.85,2011,2013,3,0.833333333333333
"IL1B",3553,"ENSG00000125538","protein-coding","P01584","","Bipolar Disorders","disease","C0005586",0.85,2004,2015,5,0.91304347826087
"ESR1",2099,"ENSG00000091831","protein-coding","A0A125SXW3; H0Y4W6; P03372; Q9UBT1; A8KAF4; G4XH65","Nuclear receptor","Schizophrenias","disease","C0036341",0.85,2009,2013,5,0.935483870967742
"CCL2",6347,"ENSG00000108691","protein-coding","P13500","Signaling","Schizophrenias","disease","C0036341",0.85,2008,2008,1,0.846153846153846
"FOLH1",2346,"ENSG00000086205","protein-coding","Q04609","Enzyme","Schizophrenias","disease","C0036341",0.85,2004,2009,2,1
"SYNGAP1",8831,"ENSG00000197283","protein-coding","A0A1U9X8L0; B7ZCA0; Q96PV0","Enzyme modulator","Childhood autism","disease","C0004352",0.8,2010,2010,1,1
"NR3C1",2908,"ENSG00000113580","protein-coding","F1D8N4; P04150; E5KQF5; E5KQF6","Nuclear receptor","Bipolar Disorders","disease","C0005586",0.8,2004,2014,6,0.814814814814815
"NTRK2",4915,"ENSG00000148053","protein-coding","Q5VWE5; Q16620; A0A8I5KR47; Q548C2","Kinase","Depression","disease","C0011570",0.8,2009,2015,5,1
"COX2",4513,"","protein-coding","P00403; U5Z487","Enzyme","Depression","disease","C0011570",0.8,2009,2013,5,1
"DRD2",1813,"ENSG00000149295","protein-coding","P14416","G-protein coupled receptor","Bipolar Disorders","disease","C0005586",0.8,2011,2014,5,0.826086956521739
"GRM1",2911,"ENSG00000152822","protein-coding","Q59HC2; Q13255","G-protein coupled receptor","Schizophrenias","disease","C0036341",0.8,2012,2014,2,1
"AS3MT",57412,"ENSG00000214435","protein-coding","Q9HBK9","Enzyme","Schizophrenias","disease","C0036341",0.8,2016,2016,1,0.9
"DRD5",1816,"ENSG00000169676","protein-coding","P21918","G-protein coupled receptor","Attention Deficit Disorder with Hyperactivity","disease","C1263846",0.8,1999,2016,4,0.891891891891892
"OPRK1",4986,"ENSG00000082556","protein-coding","A0A5F9ZI09; P41145","G-protein coupled receptor","Depression","disease","C0011570",0.8,2007,2015,5,0.967741935483871
"TH",7054,"ENSG00000180176","protein-coding","P78428; P07101","","Depression","disease","C0011570",0.8,2002,2014,4,0.9
"TSC1",7248,"ENSG00000165699","protein-coding","A0A2R8Y5S3; X5D9D2; Q92574; Q86WV8; Q32NF0","","Childhood autism","disease","C0004352",0.8,2007,2007,1,1
"ADSL",158,"ENSG00000239900","protein-coding","X5D8S6; P30566; X5D7W4","Enzyme","Childhood autism","disease","C0004352",0.8,2004,2004,1,1
"ADNP",23394,"ENSG00000101126","protein-coding","Q6DHZ8; Q9H2P0","","Childhood autism","disease","C0004352",0.8,2014,2022,2,1
"DGKH",160851,"ENSG00000102780","protein-coding","A8K0I1; Q86XP1; B4DYW1","Kinase","Bipolar Disorders","disease","C0005586",0.8,2011,2015,5,0.954545454545455
"DRD4",1815,"ENSG00000069696","protein-coding","P21917","G-protein coupled receptor","Schizophrenias","disease","C0036341",0.8,2008,2008,1,0.728571428571429
"PLCB1",23236,"ENSG00000182621","protein-coding","Q9NQ66","Enzyme","Schizophrenias","disease","C0036341",0.8,2008,2008,1,0.818181818181818
"PDE4B",5142,"ENSG00000184588","protein-coding","X5DR82; Q68CX5; X5DNX5; Q07343; Q59GM8","","Schizophrenias","disease","C0036341",0.8,2005,2008,2,0.96969696969697
"PRODH",5625,"ENSG00000100033","protein-coding","O43272","Enzyme","Schizophrenias","disease","C0036341",0.8,2005,2005,1,0.923076923076923
"SLC12A5",57468,"ENSG00000124140","protein-coding","Q9H2X9","Transporter","Schizophrenias","disease","C0036341",0.8,2011,2012,2,0.916666666666667
"TBX1",6899,"ENSG00000184058","protein-coding","Q152R5; D9ZGG0; O43435","Transcription factor","Schizophrenias","disease","C0036341",0.8,2008,2014,5,0.9
"QKI",9444,"ENSG00000112531","protein-coding","Q8WY44; Q96PU8","Nucleic acid binding","Schizophrenias","disease","C0036341",0.8,2006,2014,4,0.888888888888889
"CNR2",1269,"ENSG00000188822","protein-coding","P34972","G-protein coupled receptor","Depression","disease","C0011570",0.8,2008,2014,5,0.923076923076923
"VRK2",7444,"ENSG00000028116","protein-coding","Q86Y07; A8K9L2","Kinase","Schizophrenias","disease","C0036341",0.8,2011,2012,2,1
"PPP1R1B",84152,"ENSG00000131771","protein-coding","B3KVQ9; Q9UD71","Enzyme modulator","Schizophrenias","disease","C0036341",0.8,2011,2014,5,0.944444444444444
"GRIA1",2890,"ENSG00000155511","protein-coding","P42261; Q59GL5","Ion channel","Schizophrenias","disease","C0036341",0.8,2012,2012,2,0.892857142857143
"CRHR2",1395,"ENSG00000106113","protein-coding","Q13324; A0A090N7T4","G-protein coupled receptor","Depression","disease","C0011570",0.8,2003,2009,4,0.8
"MBP",4155,"ENSG00000197971","protein-coding","P02686","","Schizophrenias","disease","C0036341",0.8,2009,2014,3,0.931034482758621
"PTGS2",5743,"ENSG00000073756","protein-coding","P35354","Enzyme","Schizophrenias","disease","C0036341",0.8,2004,2012,2,0.909090909090909
"CHRNA7",1139,"ENSG00000175344","protein-coding","P36544","Ion channel","Bipolar Disorders","disease","C0005586",0.8,2008,2013,4,0.875
"TBR1",10716,"ENSG00000136535","protein-coding","Q16650","Transcription factor","Childhood autism","disease","C0004352",0.8,NA,NA,0,1
"IQSEC2",23096,"ENSG00000124313","protein-coding","Q5JU85","","Childhood autism","disease","C0004352",0.8,2021,2021,1,1
"NBEA",26960,"ENSG00000172915","protein-coding","Q8NFP9; B3KXQ8","","Childhood autism","disease","C0004352",0.8,2003,2021,5,1
"TSC2",7249,"ENSG00000103197","protein-coding","H3BMQ0; P49815; Q5HYF7; X5D7Q2; B3KWH7","Enzyme modulator","Childhood autism","disease","C0004352",0.8,2003,2003,1,0.928571428571429
"GSTM1",2944,"ENSG00000134184","protein-coding","X5D932; X5DR03; P09488","","Schizophrenias","disease","C0036341",0.8,2010,2011,3,0.875
"GRM3",2913,"ENSG00000198822","protein-coding","A4D1D0; Q14832","G-protein coupled receptor","Schizophrenias","disease","C0036341",0.8,2008,2008,1,0.857142857142857
"S100B",6285,"ENSG00000160307","protein-coding","A0A0S2Z4C5; P04271","Calcium-binding protein","Bipolar Disorders","disease","C0005586",0.8,2004,2011,6,0.944444444444444
"NR4A2",4929,"ENSG00000153234","protein-coding","F1D8N6; Q53EL4; P43354","Nuclear receptor","Schizophrenias","disease","C0036341",0.8,2006,2011,4,0.818181818181818
"HTR2C",3358,"ENSG00000147246","protein-coding","P28335; K9J958","G-protein coupled receptor","Bipolar Disorders","disease","C0005586",0.8,2009,2013,4,0.666666666666667
"CHRNA3",1136,"ENSG00000080644","protein-coding","P32297","Ion channel","Schizophrenias","disease","C0036341",0.8,2010,2010,1,0.957446808510638
"EHMT1",79813,"ENSG00000181090","protein-coding","Q9H9B1; A0A1B0GV09","Epigenetic regulator","Childhood autism","disease","C0004352",0.8,2021,2021,1,1
"HTR2A",3356,"ENSG00000102468","protein-coding","P28223","G-protein coupled receptor","Bipolar Disorders","disease","C0005586",0.8,2004,2014,4,0.75
"GDNF",2668,"ENSG00000168621","protein-coding","P39905; A0A0S2Z3V2; A0A0S2Z3T2","Signaling","Schizophrenias","disease","C0036341",0.8,2004,2010,2,0.888888888888889
"PRKN",5071,"ENSG00000185345","protein-coding","O60260; X5DR79","Enzyme","Childhood autism","disease","C0004352",0.8,2009,2021,4,1
"CACNA1C",775,"ENSG00000151067","protein-coding","Q59GU3; F5H522; Q5V9X9; E9PDI6; A0A804HIJ8; A0A804HI37; A0A804HKC4; A0A804HJB6; A0A0A0MR67; Q13936; A0A0A0MSA1","Ion channel","Childhood autism","disease","C0004352",0.8,2004,2004,1,1
"SNAP25",6616,"ENSG00000132639","protein-coding","P60880","Transporter","Bipolar Disorders","disease","C0005586",0.8,2004,2014,4,1
"CRHR1",1394,"ENSG00000120088","protein-coding","B3TIK8; K9J956; P34998; G3CIS4; B3SXS2","G-protein coupled receptor","Depression","disease","C0011570",0.8,2014,2015,5,0.842105263157895
"MAPK3",5595,"ENSG00000102882","protein-coding","P27361; Q9BWJ1; L7RXH5","Kinase","Schizophrenias","disease","C0036341",0.8,2008,2015,2,0.9
"NDEL1",81565,"ENSG00000166579","protein-coding","A6NIZ0; Q9GZM8","","Schizophrenias","disease","C0036341",0.8,2010,2014,3,0.944444444444444
"FYN",2534,"ENSG00000010810","protein-coding","P06241","Kinase","Schizophrenias","disease","C0036341",0.8,2009,2009,1,0.818181818181818
"GLUL",2752,"ENSG00000135821","protein-coding","A8YXX4; P15104","Enzyme","Schizophrenias","disease","C0036341",0.8,2005,2011,2,0.8
"GRID1",2894,"ENSG00000182771","protein-coding","A8KAN9; Q9ULK0","Ion channel","Schizophrenias","disease","C0036341",0.8,2007,2012,5,0.916666666666667
"NRG3",10718,"ENSG00000185737","protein-coding","P56975; B3KVG8; B9EGV5","Signaling","Schizophrenias","disease","C0036341",0.8,2010,2010,1,0.8
"TAAR1",134864,"ENSG00000146399","protein-coding","Q96RJ0","G-protein coupled receptor","Schizophrenias","disease","C0036341",0.8,2013,2013,1,0.944444444444444
"ACE",1636,"ENSG00000159640","protein-coding","P12821; B4DKH4","Enzyme","Schizophrenias","disease","C0036341",0.8,2010,2015,4,0.8125
"GSK3B",2932,"ENSG00000082701","protein-coding","Q6FI27; P49841","Kinase","Depression","disease","C0011570",0.8,2007,2012,5,0.935483870967742
"NRGN",4900,"ENSG00000154146","protein-coding","Q92686","","Schizophrenias","disease","C0036341",0.8,2008,2008,1,0.9
"GABRB2",2561,"ENSG00000145864","protein-coding","P47870","Ion channel","Schizophrenias","disease","C0036341",0.8,2008,2008,1,0.96
"MTHFR",4524,"ENSG00000177000","protein-coding","Q59GJ6; Q8IU67; P42898","","Bipolar Disorders","disease","C0005586",0.8,2007,2015,6,0.526315789473684
"RBFOX1",54715,"ENSG00000078328","protein-coding","B7Z1U7; Q9NWB1; Q59HD3","Nucleic acid binding","Childhood autism","disease","C0004352",0.8,2007,2021,5,0.875
"DISC1",27185,"ENSG00000162946","protein-coding","C4P0D0; C4P096; C4P0D3; C4P0C4; C4P0C8; C4P0A4; C4P0A5; C4P098; C4P0D2; Q9NRI5; C4P094; C4P0D1","","Depression","disease","C0011570",0.8,2012,2018,6,1
"TPH1",7166,"ENSG00000129167","protein-coding","P17752","","Schizophrenias","disease","C0036341",0.8,2008,2008,1,0.785714285714286
"C4B",721,"ENSG00000224389","protein-coding","P0C0L4; P0C0L5","Enzyme modulator","Childhood autism","disease","C0004352",0.8,2005,2010,2,0.8
"NRXN1",9378,"ENSG00000179915","protein-coding","H0Y568; Q9ULB1; P58400; A0A0D9SEM5; A0A1D5RMU6; A0A0D9SEQ7; E7EQN4; H7BYC7; E7ERL8","","Childhood autism","disease","C0004352",0.8,2007,2021,5,0.96
"DAOA",267012,"ENSG00000182346","protein-coding","P59103; A2T115","","Bipolar Disorders","disease","C0005586",0.8,2010,2014,5,0.88
"FOXP1",27086,"ENSG00000114861","protein-coding","Q8N2P0; Q8TEA2; A0A3B3IT66; Q548T7; Q9H334","","Childhood autism","disease","C0004352",0.8,2021,2022,2,0.96551724137931
"HOXA1",3198,"ENSG00000105991","protein-coding","P49639","","Childhood autism","disease","C0004352",0.8,2000,2000,1,0.636363636363636
"LRP8",7804,"ENSG00000157193","protein-coding","Q14114","","Schizophrenias","disease","C0036341",0.8,2012,2012,1,1
"CHRNA5",1138,"ENSG00000169684","protein-coding","H0YM98; Q6EWN4; P30532","Ion channel","Schizophrenias","disease","C0036341",0.8,2011,2013,2,1
"MTHFR",4524,"ENSG00000177000","protein-coding","Q59GJ6; P42898; Q8IU67","","Depression","disease","C0011570",0.8,2007,2014,6,0.829268292682927
"GRM2",2912,"ENSG00000164082","protein-coding","Q14416","G-protein coupled receptor","Schizophrenias","disease","C0036341",0.8,2008,2008,1,0.910714285714286
"NOS1",4842,"ENSG00000089250","protein-coding","B3VK56; B4DG68; A0PJJ7; P29475","","Schizophrenias","disease","C0036341",0.8,2008,2008,1,0.842105263157895
"PTGS2",5743,"ENSG00000073756","protein-coding","P35354","Enzyme","Depression","disease","C0011570",0.8,2009,2013,5,0.928571428571429
"PDYN",5173,"ENSG00000101327","protein-coding","P01213","Signaling","Depression","disease","C0011570",0.8,2013,2014,5,0.894736842105263
"DNMT1",1786,"ENSG00000130816","protein-coding","P26358; Q59FP7; I6L9H2","Epigenetic regulator","Schizophrenias","disease","C0036341",0.8,2007,2014,4,0.884615384615385
"NTRK2",4915,"ENSG00000148053","protein-coding","Q16620; Q5VWE5; A0A8I5KR47; Q548C2","Kinase","Childhood autism","disease","C0004352",0.8,2010,2010,1,1
"NEFL",4747,"ENSG00000277586","protein-coding","P07196","","Bipolar Disorders","disease","C0005586",0.8,2004,2007,3,0.833333333333333
"CRP",1401,"ENSG00000132693","protein-coding","P02741","","Anxiety Disorder","disease","C0003469",0.8,2010,2010,1,0.8
"SLC18A2",6571,"ENSG00000165646","protein-coding","Q05940","Transporter","Depression","disease","C0011570",0.8,2007,2013,5,1
"RELN",5649,"ENSG00000189056","protein-coding","P78509","","Depression","disease","C0011570",0.8,2004,2013,4,1
"HP",3240,"ENSG00000257017","protein-coding","P00738; A0A0C4DGL8; Q6PEJ8","","Depression","disease","C0011570",0.8,1985,1994,2,1
"LEP",3952,"ENSG00000174697","protein-coding","P41159; A4D0Y8","","Schizophrenias","disease","C0036341",0.8,2005,2007,2,0.878048780487805
"CYP2D6",1565,"ENSG00000100197","protein-coding","Q5Y7H2; P10635; C1ID52","","Depression","disease","C0011570",0.8,2011,2013,4,0.8
"PDE4D",5144,"ENSG00000113448","protein-coding","Q08499; A0A140VJR0","","Depression","disease","C0011570",0.8,2002,2012,2,1
"HP",3240,"ENSG00000257017","protein-coding","A0A0C4DGL8; Q6PEJ8; P00738","","Schizophrenias","disease","C0036341",0.8,2008,2008,1,0.846153846153846
"CLOCK",9575,"ENSG00000134852","protein-coding","Q3ZCT4; Q53EU0; O15516","","Bipolar Disorders","disease","C0005586",0.8,2014,2015,5,0.954545454545455
"PRL",5617,"ENSG00000172179","protein-coding","Q5I0G2; P01236; Q5THQ0","Signaling","Schizophrenias","disease","C0036341",0.8,2012,2012,1,0.811111111111111
"CYP1A2",1544,"ENSG00000140505","protein-coding","P05177","Enzyme","Schizophrenias","disease","C0036341",0.8,2010,2010,1,0.857142857142857
"CXCL8",3576,"ENSG00000169429","protein-coding","P10145","Signaling","Depression","disease","C0011570",0.8,2007,2015,5,0.964285714285714
"IGF1",3479,"ENSG00000017427","protein-coding","Q5U743; P05019; Q13429; Q59GC5","","Childhood autism","disease","C0004352",0.75,2007,2007,1,0.944444444444444
"MTR",4548,"ENSG00000116984","protein-coding","Q99707","","Childhood autism","disease","C0004352",0.75,NA,NA,0,1
